Review Text,Sentiment
"Pretty restaurant but lousy service and no attention to details that made this restaurant ratings be way way lower. Food was nice but service is lacking in many aspects. Shown to a stained chair & then given another dirty chair, requested dirty  serviette to be replaced twice was forgotten or ignored.  You can see staff chatting to each other, staff was seated on the floor of the cafe doing some works and staff repairing a table and loud noise   when things dropped onto the floor. All
These happening during restaurant operating hours ! We  actually were in discussion & wanted to leave and change venue just minutes in our sitting. However my sister in law was more patient and just tolerate the ruckus as we really wanted to try the food. Too much to type to complain. We will definitely not visit again.",neg
"Thank you for the pleasant surprise of a cake for our anniversary celebrations!
Only one thing that could be improved upon - to wait for us to finish our appetisers before serving the mains. We felt rushed to finish the last bits of our appetisers because the waiters were holding the mains and standing behind us. It'll be good to take the pacing a little slower so that we can enjoy the food and ambience more.",neutral
I have an enjoyable afternoon with my friends over food and latte at this cozy restaurant 👍👍👍,pos
Nice food. Great ambience.,pos
Food was yummy and it was my first time dining here after hearing good reviews. Did not disappoint but place can get quite crowded during dinner rush hour,pos
Ambience and service 5 stars. Food 3 stars.,neutral
Nice ambience as outdoor seats face the park..Portion of serving quite big.,pos
"Top notch service 
Great taste 
Perfect menue fr vegetarians 
But portions are toooo small even kids can eat 2 main dishes so value for money isn't justified.",pos
"If you are looking for tasty meat, calm, romantic and 5 stars service: go to Lawry*s. We had an unbelievable experience there Top class i would say, from food to service👌 …",pos
"The lobster bisque was lukewarm.  When we conveyed this to the server, he was quick in making good by serving us another one piping hot!  Great service recovery!",neutral
Always my go-to for the best pizza in Singapore,pos
Food was good and i love the ambience,pos
"Food is good, the cashier attitude could be better. Overall is good",pos
Not good! Fries were cold and tasted stale. Disappointed,neutral
"Kakiage burger can have more gravy, clam chowder can have moreclams, other than that everything is good👍🏻",pos
Always love it here. Happy that there are changes to the menu!,pos
Will be back,pos
"Ordered the BIRKENWALD SET
$19.90
Juicy Beef with mushrooms topped with sour cream-scallion sauce 
9/10
Ps: wish there were more mushrooms 

HANS IM GLÜCK SET
$19.90
Juicy Beef with Parmesan cheese, Parma ham, rocket leaves & balsamic crème.
 8/10
Patty was on the dry side. 
Can’t select doneness in both beef as ordered from the QR code. 

Thick cut fries 10/10 (glad it wasn’t salty)

Raspberry Soda: 8/10 (need more raspberry taste)
Elderflower-Mint Soda: 10/10
Ambience: 10/10 (Sat inside nearest to the view since it was lunch time/hot).",pos
The pizza had very little topping. Quite small servings,neutral
One of the bowls arrived uncovered and the other partially covered. Notworth the price with the measly toppings given,pos
I'm always happy to have a meal here. The students strive to be better & give their best.,pos
"Food taste awesome , with reasonable price. Service to be improved",pos
We have visited IO numerous times. The service and food never failed to delight us. It’s also wheelchair friendly and we are always given a convenient place to sit even when crowded 👍🏽.,pos
"Restaurant had really good ambience, food was great too. Staff were very attentive I’ll Beit Alittle in-experienced. However I felt they made up for it with enthusiasm. Overall was a nice experience. Not my first trip there and likely not to be my last.",neutral
Great food and service!,pos
"Service personal and impeccable. Food was delicious and we loved the seafood guazzetto, the bread basket with olive oil n balsamic could keep us going all day long! worth a visit, and another, and another",pos
"Prompt services and great ambience. Most importantly, good food and reasonably priced for special occasion meals. Enjoyed my lunch with my wife.",pos
Love the garden setting. Always a lovely place to meet up with friends. Only grouse is the parking - and only when it rains…,neutral
Food came hot and rider was very friendly,pos
"Food is good, didn't disappoint. The only thing is the cafe can be a bit noisy cos it is enclosed. Will definitely come back again to try other stuff.",pos
Loved the atmosphere & food was great. Beef was tender & goes well with the mocktail.,pos
"Io Osteria is a very popular Italian bistro in Hillview 2. Tables are tiny and placed close together, noise level is high, and waiters make a point of trying to sell you the expensive specials and whole bottles of wine.It is packed with customers every night it is open, so we came early. When we were halfway through our desert we were informed we needed to vacate the table ASAP so that the restaurant could start ""the second seating."" The couple next to us, who had been convinced to get a carafe of wine over individual glasses, were given the same ultimatum and had to guzzle down several glasses. This used to be common in Singapore - waiters would tell you to get out before you had finished your last bite so that the restaurant could make maximum profit, but this is the first time I've experienced it in the 21st century. We'll look elsewhere for our next Italian meal.",neutral
